<anon> events\ACW.txt [province_event\option] (Line 1122, column 2) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_GRE\effect] (Line 36, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_SER\effect] (Line 37, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_YUG\effect] (Line 38, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_EGY\effect] (Line 39, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_HND\effect] (Line 40, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_POL\effect] (Line 41, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_EST\effect] (Line 42, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_LIT\effect] (Line 43, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_LAT\effect] (Line 44, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_UKR\effect] (Line 45, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_BYE\effect] (Line 46, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_UBD\effect] (Line 47, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_FIN\effect] (Line 48, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_OST\effect] (Line 50, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHB\effect] (Line 51, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHG\effect] (Line 52, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHR\effect] (Line 53, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHF\effect] (Line 54, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHH\effect] (Line 55, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHU\effect] (Line 56, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CHJ\effect] (Line 57, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_1.txt [political_decisions\givemoney_CIH\effect] (Line 58, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_ING\effect] (Line 2, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INR\effect] (Line 3, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INF\effect] (Line 4, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INA\effect] (Line 5, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INU\effect] (Line 6, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INJ\effect] (Line 7, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INI\effect] (Line 8, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INS\effect] (Line 9, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_INH\effect] (Line 10, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_IOT\effect] (Line 11, column 133) (Scope Country)
<anon> decisions\AMP_givemoney_2.txt [political_decisions\givemoney_ILA\effect] (Line 12, column 133) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\ENG_getting_indian_company\effect] (Line 27, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\GER_getting_indian_company\effect] (Line 100, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\RUS_getting_indian_company\effect] (Line 173, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\FRA_getting_indian_company\effect] (Line 246, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\KUK_getting_indian_company\effect] (Line 319, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\AUS_getting_indian_company\effect] (Line 393, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\USA_getting_indian_company\effect] (Line 466, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\JAP_getting_indian_company\effect] (Line 539, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\ITA_getting_indian_company\effect] (Line 612, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\SPA_getting_indian_company\effect] (Line 685, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\TUR_getting_indian_company\effect] (Line 758, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\LAF_getting_indian_company\effect] (Line 831, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\NET_getting_indian_company\effect] (Line 904, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\PRU_getting_indian_company\effect] (Line 977, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\NGF_getting_indian_company\effect] (Line 1050, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\SGF_getting_indian_company\effect] (Line 1123, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\SCA_getting_indian_company\effect] (Line 1196, column 3) (Scope Country)
<anon> decisions\AMP_IndiaCompanies.txt [political_decisions\SWE_getting_indian_company\effect] (Line 1269, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\steam_turbine_GP\effect] (Line 16, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_1_GP\effect] (Line 38, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\combustion_engine_GP\effect] (Line 60, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\electrical_power_generation_GP\effect] (Line 82, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_2_GP\effect] (Line 104, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_3_GP\effect] (Line 126, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_4_GP\effect] (Line 148, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_5_GP\effect] (Line 170, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_6_GP\effect] (Line 192, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\semi_automatization_GP\effect] (Line 215, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_1_GP\effect] (Line 237, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\assembly_line_GP\effect] (Line 259, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\shift_work_GP\effect] (Line 281, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_2_GP\effect] (Line 303, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_3_GP\effect] (Line 325, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_4_GP\effect] (Line 347, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_5_GP\effect] (Line 369, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_6_GP\effect] (Line 391, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\cheap_steel_GP\effect] (Line 414, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_1_GP\effect] (Line 436, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\advanced_metallurgy_GP\effect] (Line 458, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_2_GP\effect] (Line 480, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\electric_furnace_GP\effect] (Line 502, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_3_GP\effect] (Line 524, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_4_GP\effect] (Line 546, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_5_GP\effect] (Line 568, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_6_GP\effect] (Line 590, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\steam_turbine\effect] (Line 612, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_1\effect] (Line 634, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\combustion_engine\effect] (Line 656, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\electrical_power_generation\effect] (Line 678, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_2\effect] (Line 700, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_3\effect] (Line 722, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_4\effect] (Line 744, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_5\effect] (Line 766, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\tech_power_6\effect] (Line 788, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\semi_automatization\effect] (Line 811, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_1\effect] (Line 833, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\assembly_line\effect] (Line 855, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\shift_work\effect] (Line 877, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_2\effect] (Line 899, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_3\effect] (Line 921, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_4\effect] (Line 943, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_5\effect] (Line 965, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\mechanization_6\effect] (Line 987, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\cheap_steel\effect] (Line 1010, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_1\effect] (Line 1032, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\advanced_metallurgy\effect] (Line 1054, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_2\effect] (Line 1076, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\electric_furnace\effect] (Line 1098, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_3\effect] (Line 1120, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_4\effect] (Line 1142, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_5\effect] (Line 1164, column 3) (Scope Country)
<anon> decisions\AMP_industrial_tech_1.txt [political_decisions\metallurgy_6\effect] (Line 1186, column 3) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\givemoney_on\effect] (Line 5, column 2) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\givemoney_off\effect] (Line 10, column 2) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\concede_elsass\effect] (Line 27, column 2) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\russia_rename_sakhalin\effect] (Line 65, column 3) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\japan_rename_sakhalin\effect] (Line 86, column 3) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\russia_rename_kuriles\effect] (Line 107, column 3) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\japan_rename_kuriles\effect] (Line 131, column 3) (Scope Country)
<anon> decisions\AMP_old.txt [political_decisions\move_capital_to_tokyo\effect] (Line 157, column 3) (Scope Country)
<anon> decisions\AMP_polices.txt [political_decisions\currency_issue_start\effect] (Line 16, column 2) (Scope Country)
	Outgoing
		100100: decisions\AMP_polices.txt [political_decisions\currency_issue_start\effect\country_event\id] (Line 19, column 4)
100100 (Scope <err>)
	Incoming
		<anon> decisions\AMP_polices.txt [political_decisions\currency_issue_start\effect] (Line 16, column 2) (Scope Country): decisions\AMP_polices.txt [political_decisions\currency_issue_start\effect\country_event\id] (Line 19, column 4)
<anon> decisions\AMP_polices.txt [political_decisions\currency_devaluation_start\effect] (Line 38, column 2) (Scope Country)
	Outgoing
		100101: decisions\AMP_polices.txt [political_decisions\currency_devaluation_start\effect\country_event\id] (Line 41, column 4)
100101 (Scope <err>)
	Incoming
		<anon> decisions\AMP_polices.txt [political_decisions\currency_devaluation_start\effect] (Line 38, column 2) (Scope Country): decisions\AMP_polices.txt [political_decisions\currency_devaluation_start\effect\country_event\id] (Line 41, column 4)
<anon> decisions\AMP_PoliticalSystem_decisions.txt [political_decisions\PolSys_start_1\effect] (Line 10, column 3) (Scope Country)
	Outgoing
		1000000: decisions\AMP_PoliticalSystem_decisions.txt [political_decisions\PolSys_start_1\effect\country_event] (Line 11, column 4)
1000000 (Scope <err>)
	Incoming
		<anon> decisions\AMP_PoliticalSystem_decisions.txt [political_decisions\PolSys_start_1\effect] (Line 10, column 3) (Scope Country): decisions\AMP_PoliticalSystem_decisions.txt [political_decisions\PolSys_start_1\effect\country_event] (Line 11, column 4)
<anon> decisions\arabian formation.txt [political_decisions\form_arabia\effect] (Line 31, column 3) (Scope Country)
	Outgoing
		111011928: decisions\arabian formation.txt [political_decisions\form_arabia\effect\random_country\country_event] (Line 50, column 5)
111011928 (Scope <err>)
	Incoming
		<anon> decisions\arabian formation.txt [political_decisions\form_arabia\effect] (Line 31, column 3) (Scope Country): decisions\arabian formation.txt [political_decisions\form_arabia\effect\random_country\country_event] (Line 50, column 5)
<anon> decisions\AUS.txt [political_decisions\enact_dual_monarchy\effect] (Line 37, column 3) (Scope Country)
<anon> decisions\AUS.txt [political_decisions\the_grunderzeit\effect] (Line 88, column 3) (Scope Country)
<anon> decisions\BEL.txt [political_decisions\rename_the_congo\effect] (Line 18, column 3) (Scope Country)
<anon> decisions\BoerWar.txt [political_decisions\die_groot_trek\effect] (Line 17, column 3) (Scope Country)
<anon> decisions\BoerWar.txt [political_decisions\attack_the_laagers\effect] (Line 77, column 3) (Scope Country)
<anon> decisions\BoerWar.txt [political_decisions\sand_river_convention\effect] (Line 112, column 3) (Scope Country)
<anon> decisions\BoerWar.txt [political_decisions\orange_river_convention\effect] (Line 142, column 3) (Scope Country)
<anon> decisions\Canals.txt [political_decisions\build_kiel_canal\effect] (Line 20, column 3) (Scope Country)
<anon> decisions\Canals.txt [political_decisions\build_suez_canal\effect] (Line 57, column 3) (Scope Country)
<anon> decisions\Canals.txt [political_decisions\build_panama_canal\effect] (Line 96, column 3) (Scope Country)
<anon> decisions\DEN.txt [political_decisions\danmarks_riges_grundlov\effect] (Line 18, column 3) (Scope Country)
<anon> decisions\ENG.txt [political_decisions\repeal_the_corn_laws\effect] (Line 14, column 3) (Scope Country)
<anon> decisions\ENG.txt [political_decisions\found_the_bbc\effect] (Line 39, column 3) (Scope Country)
<anon> decisions\ENG.txt [political_decisions\the_scotland_yard\effect] (Line 65, column 3) (Scope Country)
<anon> decisions\ENG.txt [political_decisions\ionian_islands_question\effect] (Line 91, column 3) (Scope Country)
<anon> decisions\ENG.txt [political_decisions\rhodesia_charter\effect] (Line 146, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\liberty_enlightening_the_world\effect] (Line 19, column 3) (Scope Country)
	Outgoing
		19300: decisions\France.txt [political_decisions\liberty_enlightening_the_world\effect\USA\country_event\id] (Line 25, column 23)
19300 (Scope <err>)
	Incoming
		<anon> decisions\France.txt [political_decisions\liberty_enlightening_the_world\effect] (Line 19, column 3) (Scope Country): decisions\France.txt [political_decisions\liberty_enlightening_the_world\effect\USA\country_event\id] (Line 25, column 23)
<anon> decisions\France.txt [political_decisions\support_french_foreign_legion\effect] (Line 52, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\french_military_mission_to_japan\effect] (Line 81, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\palais_garnier\effect] (Line 107, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\the_lambert_charter\effect] (Line 134, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\end_the_merina_monarchy\effect] (Line 171, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\brazzas_expedition\effect] (Line 190, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\the_rhine_crisis\effect] (Line 216, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\build_the_eiffel_tower\effect] (Line 262, column 3) (Scope Country)
<anon> decisions\France.txt [political_decisions\haussmanns_renovations\effect] (Line 293, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\ems_dispatch\effect] (Line 27, column 3) (Scope Country)
	Outgoing
		19200: decisions\Germany.txt [political_decisions\ems_dispatch\effect\FRA\country_event\id] (Line 30, column 23)
19200 (Scope <err>)
	Incoming
		<anon> decisions\Germany.txt [political_decisions\ems_dispatch\effect] (Line 27, column 3) (Scope Country): decisions\Germany.txt [political_decisions\ems_dispatch\effect\FRA\country_event\id] (Line 30, column 23)
<anon> decisions\Germany.txt [political_decisions\construct_germania_werft\effect] (Line 63, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\support_ruhr_industrialism\effect] (Line 105, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\die_wacht_am_rhein\effect] (Line 134, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\niederwald_denkmal\effect] (Line 156, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\schwabing_circles\effect] (Line 180, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\support_biesterfelds\effect] (Line 200, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\support_schaumburgs\effect] (Line 220, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\das_zivilgesetzbuch\effect] (Line 242, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\kaiser_wilhelms_land\effect] (Line 269, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\the_heligoland_question\effect] (Line 296, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\construct_the_walhalla\effect] (Line 321, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\introduce_the_presbyteries\effect] (Line 346, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\von_moltkes_staff_reforms\effect] (Line 371, column 3) (Scope Country)
<anon> decisions\Germany.txt [political_decisions\the_ruhr_boom\effect] (Line 409, column 3) (Scope Country)
<anon> decisions\GRE.txt [political_decisions\hellenic_parliament\effect] (Line 16, column 3) (Scope Country)
<anon> decisions\GRE.txt [political_decisions\megali_idea\effect] (Line 54, column 3) (Scope Country)
<anon> decisions\GRE.txt [political_decisions\form_byzantine_empire\effect] (Line 152, column 3) (Scope Country)
<anon> decisions\GreatPowers.txt [political_decisions\egyptological_excavations\effect] (Line 23, column 3) (Scope Country)
	Outgoing
		19040: decisions\GreatPowers.txt [political_decisions\egyptological_excavations\effect\EGY\country_event\id] (Line 25, column 23)
19040 (Scope <err>)
	Incoming
		<anon> decisions\GreatPowers.txt [political_decisions\egyptological_excavations\effect] (Line 23, column 3) (Scope Country): decisions\GreatPowers.txt [political_decisions\egyptological_excavations\effect\EGY\country_event\id] (Line 25, column 23)
<anon> decisions\GreatPowers.txt [political_decisions\forced_egyptological_excavations\effect] (Line 57, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\cavours_diplomacy\effect] (Line 35, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\award_order_of_st_francis\effect] (Line 86, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\statuto_albertino\effect] (Line 106, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\build_vittoriano\effect] (Line 127, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\the_case_of_edgardo_mortara\effect] (Line 148, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\the_first_vatican_council\effect] (Line 174, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\law_of_guarantees\effect] (Line 202, column 3) (Scope Country)
<anon> decisions\Italy.txt [political_decisions\italia_irredenta\effect] (Line 226, column 3) (Scope Country)
<anon> decisions\LAF.txt [political_decisions\united_andes\effect] (Line 26, column 3) (Scope Country)
<anon> decisions\LAF.txt [political_decisions\united_south_america\effect] (Line 61, column 3) (Scope Country)
	Outgoing
		100003: decisions\LAF.txt [political_decisions\united_south_america\effect\country_event] (Line 67, column 4)
		99999: decisions\LAF.txt [political_decisions\united_south_america\effect\country_event\id] (Line 68, column 22)
		100003: decisions\LAF.txt [political_decisions\united_south_america\effect\any_country\country_event] (Line 82, column 5)
100003 (Scope <err>)
	Incoming
		<anon> decisions\LAF.txt [political_decisions\united_south_america\effect] (Line 61, column 3) (Scope Country): decisions\LAF.txt [political_decisions\united_south_america\effect\country_event] (Line 67, column 4)
		<anon> decisions\LAF.txt [political_decisions\united_south_america\effect] (Line 61, column 3) (Scope Country): decisions\LAF.txt [political_decisions\united_south_america\effect\any_country\country_event] (Line 82, column 5)
99999 (Scope <err>)
	Incoming
		<anon> decisions\LAF.txt [political_decisions\united_south_america\effect] (Line 61, column 3) (Scope Country): decisions\LAF.txt [political_decisions\united_south_america\effect\country_event\id] (Line 68, column 22)
<anon> decisions\LAF.txt [political_decisions\laf_cores\effect] (Line 104, column 3) (Scope Country)
<anon> decisions\LIB.txt [political_decisions\liberate_liberia\effect] (Line 20, column 7) (Scope Country)
<anon> decisions\LIB.txt [political_decisions\liberian_constitution\effect] (Line 64, column 3) (Scope Country)
<anon> decisions\MEX.txt [political_decisions\restore_mexican_empire\effect] (Line 19, column 3) (Scope Country)
<anon> decisions\MostlyHarmless.txt [political_decisions\miskatonic_university\effect] (Line 15, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\form_south_german_confederation\effect] (Line 52, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\austrian_form_south_german_confederation\effect] (Line 141, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\form_north_german_confederation\effect] (Line 181, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\form_union_nation\effect] (Line 241, column 3) (Scope Country)
	Outgoing
		11101: decisions\NationalUnification.txt [political_decisions\form_union_nation\effect\any_country\country_event\id] (Line 254, column 23)
<anon> decisions\NationalUnification.txt [political_decisions\form_germany\effect] (Line 292, column 3) (Scope Country)
	Outgoing
		11101: decisions\NationalUnification.txt [political_decisions\form_germany\effect\any_country\country_event\id] (Line 301, column 23)
<anon> decisions\NationalUnification.txt [political_decisions\form_italy\effect] (Line 341, column 3) (Scope Country)
	Outgoing
		11101: decisions\NationalUnification.txt [political_decisions\form_italy\effect\any_country\country_event\id] (Line 354, column 23)
<anon> decisions\NationalUnification.txt [political_decisions\form_scandinavia\effect] (Line 394, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\concede_finland\effect] (Line 437, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\reichsland_elsass\effect] (Line 481, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\restore_alsace\effect] (Line 509, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\form_gran_colombia\effect] (Line 550, column 3) (Scope Country)
<anon> decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect] (Line 611, column 3) (Scope Country)
	Outgoing
		11101: decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect\random_country\country_event] (Line 619, column 5)
		11101: decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect\random_country\country_event] (Line 626, column 5)
<anon> decisions\NationalUnification.txt [political_decisions\form_yugoslavia\effect] (Line 713, column 3) (Scope Country)
	Outgoing
		11108: decisions\NationalUnification.txt [political_decisions\form_yugoslavia\effect\any_country\country_event] (Line 761, column 5)
11108 (Scope <err>)
	Incoming
		<anon> decisions\NationalUnification.txt [political_decisions\form_yugoslavia\effect] (Line 713, column 3) (Scope Country): decisions\NationalUnification.txt [political_decisions\form_yugoslavia\effect\any_country\country_event] (Line 761, column 5)
<anon> decisions\NET.txt [political_decisions\sign_treaty_of_london\effect] (Line 25, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\enact_liquor_prohibition\effect] (Line 23, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\abolish_prohibition\effect] (Line 60, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\institute_central_bank\effect] (Line 80, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\enact_female_suffrage\effect] (Line 125, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\westernize_nation\effect] (Line 151, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\the_meiji_restoration\effect] (Line 183, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\the_meiji_restoration2\effect] (Line 203, column 3) (Scope Country)
<anon> decisions\Political.txt [political_decisions\leave_soi\effect] (Line 260, column 3) (Scope Country)
	Outgoing
		13201: decisions\Political.txt [political_decisions\leave_soi\effect\sphere_owner\country_event\id] (Line 266, column 22)
<anon> decisions\Political.txt [political_decisions\nationalize\effect] (Line 295, column 3) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelon\effect] (Line 6, column 29) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetreloff\effect] (Line 14, column 9) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelABU\effect] (Line 16, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelAFG\effect] (Line 17, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelAHI\effect] (Line 18, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelALB\effect] (Line 19, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelALD\effect] (Line 20, column 168) (Scope Country)
